id,num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
DlPrekE_0,392,686,1078,0.5714
DlPrekE_7,27,290,317,0.0931
DlPrekE_17,36,387,423,0.093
DlPrekE_23,27,756,783,0.0357
DlPrekE_28,26,318,344,0.0818
DlPrekE_37,31,851,882,0.0364
DlPrekE_43,34,694,728,0.049
DlPrekE_49,100,891,991,0.1122
DlPrekE_53,42,263,305,0.1597
DlPrekE_58,776,24,800,32.3333
DlPrekE_63,110,867,977,0.1269
DlPrekE_69,131,303,434,0.4323
DlPrekE_77,33,490,523,0.0673
DlPrekE_83,42,595,637,0.0706
DlPrekE_91,21,790,811,0.0266
DlPrekE_95,655,535,1190,1.2243
DlPrekE_101,20,792,812,0.0253
DlPrekE_107,7,994,1001,0.007
DlPrekE_114,1114,220,1334,5.0636
DlPrekE_116,1137,913,2050,1.2453
DlPrekE_120,1100,465,1565,2.3656
DlPrekE_123,214,1001,1215,0.2138
DlPrekE_129,14,432,446,0.0324
DlPrekE_136,1121,452,1573,2.4801
DlPrekE_143,18,427,445,0.0422
DlPrekE_149,125,985,1110,0.1269
DlPrekE_154,861,114,975,7.5526
DlPrekE_157,1130,351,1481,3.2194
DlPrekE_163,8,945,953,0.0085
DlPrekE_170,708,36,744,19.6667
DlPrekE_174,708,32,740,22.125
DlPrekE_179,16,989,1005,0.0162
DlPrekE_183,11,802,813,0.0137
DlPrekE_188,56,696,752,0.0805
DlPrekE_193,3,939,942,0.0032
DlPrekE_199,7,196,203,0.0357
DlPrekE_206,1160,959,2119,1.2096
DlPrekE_207,20,959,979,0.0209
DlPrekE_213,19,990,1009,0.0192
DlPrekE_220,1263,956,2219,1.3211
DlPrekE_221,88,956,1044,0.0921
DlPrekE_225,27,439,466,0.0615
DlPrekE_231,24,350,374,0.0686
DlPrekE_236,961,177,1138,5.4294
DlPrekE_241,82,985,1067,0.0832
DlPrekE_245,58,984,1042,0.0589
DlPrekE_255,960,153,1113,6.2745
DlPrekE_258,104,193,297,0.5389
DlPrekE_265,490,918,1408,0.5338
DlPrekE_269,473,192,665,2.4635
DlPrekE_272,1532,948,2480,1.616
DlPrekE_273,117,948,1065,0.1234
DlPrekE_280,415,25,440,16.6
DlPrekE_283,960,761,1721,1.2615
DlPrekE_287,45,239,284,0.1883
DlPrekE_290,1333,906,2239,1.4713
DlPrekE_292,1364,1,1365,1364.0
MQHhXZY_0,525,56,581,9.375
wVThugN_0,7,287,294,0.0244
Q5DW1wg_0,14,140,154,0.1
rPjUKrG_0,2,142,144,0.0141
nV4veOS_0,61,774,835,0.0788
TCf1om3_0,5,119,124,0.042
ivOXRs2_0,13,163,176,0.0798
3mzxLw2_0,26,203,229,0.1281
3mzxLw2_13,48,379,427,0.1266
BerrQb4_0,9,238,247,0.0378
BerrQb4_17,13,134,147,0.097
BerrQb4_33,3,341,344,0.0088
ffBD2f9_0,6,1,7,6.0
gW3chlM_0,12,110,122,0.1091
29tURwe_0,3,164,167,0.0183
1fLygsQ_0,22,244,266,0.0902
imio23l_0,355,102,457,3.4804
imio23l_10,90,266,356,0.3383
Isv5FYC_0,237,427,664,0.555
71QruKd_0,46,290,336,0.1586
l9I92Xb_0,8,123,131,0.065
YM7OdmN_0,17,456,473,0.0373
O7pJzCN_0,10,102,112,0.098
w9I5F9t_0,1199,832,2031,1.4411
x1o8KJJ_0,42,354,396,0.1186
NUyiNZE_0,8,147,155,0.0544
KmmAXyC_0,89,789,878,0.1128
KmmAXyC_5,411,326,737,1.2607
KmmAXyC_8,1775,276,2051,6.4312
W63UetP_0,2,9,11,0.2222
naAlswy_0,11,323,334,0.0341
qmMFAqe_0,22,166,188,0.1325
JHIkEVG_0,18,329,347,0.0547
6rjGPOr_0,1177,735,1912,1.6014
6rjGPOr_1,1084,735,1819,1.4748
vaqRawl_0,26,23,49,1.1304
qVh6i8g_0,40,407,447,0.0983
3fJSfVU_0,166,419,585,0.3962
3fJSfVU_7,178,359,537,0.4958
3fJSfVU_11,2,561,563,0.0036
vTx0HQV_0,129,507,636,0.2544
hTMVCec_0,28,379,407,0.0739
MO9Xxet_0,27,501,528,0.0539
MO9Xxet_7,33,414,447,0.0797
MO9Xxet_13,15,326,341,0.046
MO9Xxet_19,24,830,854,0.0289
MO9Xxet_25,24,822,846,0.0292
MO9Xxet_31,19,608,627,0.0312
MO9Xxet_35,20,801,821,0.025
MO9Xxet_39,2,662,664,0.003
MO9Xxet_43,37,783,820,0.0473
MO9Xxet_47,12,806,818,0.0149
MO9Xxet_51,2,687,689,0.0029
MO9Xxet_55,21,610,631,0.0344
MO9Xxet_59,6,787,793,0.0076
MO9Xxet_65,30,508,538,0.0591
MO9Xxet_71,26,815,841,0.0319
MO9Xxet_77,23,144,167,0.1597
PcYGZNS_0,23,338,361,0.068
RhKGMcg_0,101,234,335,0.4316
NXLBvqg_0,17,462,479,0.0368
gvw24ow_0,80,712,792,0.1124
gvw24ow_5,51,746,797,0.0684
hMwGNZm_0,20,328,348,0.061
6KeVmJe_0,17,223,240,0.0762
xHLduZx_0,31,51,82,0.6078
xHLduZx_15,78,206,284,0.3786
X9SnZTU_0,14,484,498,0.0289
sSwq404_0,217,142,359,1.5282
Mo7rBwY_0,24,304,328,0.0789
dKuJfSX_0,25,230,255,0.1087
dKuJfSX_23,21,175,196,0.12
4qXixgh_0,8,787,795,0.0102
kbDQ1Hf_0,121,65,186,1.8615
kbDQ1Hf_9,47,430,477,0.1093
kbDQ1Hf_16,90,365,455,0.2466
lLPmcyU_0,11,249,260,0.0442
lLPmcyU_9,16,536,552,0.0299
lLPmcyU_13,20,811,831,0.0247
lLPmcyU_17,15,838,853,0.0179
r2vr4Rw_0,56,143,199,0.3916
BndIvZj_0,20,429,449,0.0466
BndIvZj_11,22,201,223,0.1095
BndIvZj_21,52,276,328,0.1884
BndIvZj_33,19,336,355,0.0565
UkbOpKR_0,18,373,391,0.0483
k4PiPlA_0,14,245,259,0.0571
k4PiPlA_14,24,268,292,0.0896
UDB9uuw_0,18,290,308,0.0621
c0Sx9h1_0,5,349,354,0.0143
hX0RoC4_0,1162,782,1944,1.4859
hX0RoC4_1,8,782,790,0.0102
BygarIv_0,26,400,426,0.065
Z7fcsuB_0,122,147,269,0.8299
Z7fcsuB_8,238,373,611,0.6381
PhECgrP_0,13,251,264,0.0518
er0EBLw_0,14,228,242,0.0614
3DUZpYX_0,14,350,364,0.04
s75yoiH_0,18,513,531,0.0351
VTySLBC_0,184,545,729,0.3376
VTySLBC_5,8,682,690,0.0117
0Ym919X_0,12,47,59,0.2553
irLKSmV_0,232,370,602,0.627
GF8oUt9_0,44,410,454,0.1073
GF8oUt9_5,2,1014,1016,0.002
GF8oUt9_9,3,947,950,0.0032
GF8oUt9_15,5,938,943,0.0053
9ntME3X_0,23,25,48,0.92
TcRJqNw_0,8,348,356,0.023
MHiC4J8_0,9,209,218,0.0431
4jukAIa_0,13,186,199,0.0699
qXnxo8C_0,100,700,800,0.1429
Jvfea6J_0,34,270,304,0.1259
WcEtqqv_0,15,313,328,0.0479
barR9br_0,198,111,309,1.7838
hEo4Tzo_0,9,235,244,0.0383
3uHheXS_0,71,70,141,1.0143
09HmCZz_0,11,156,167,0.0705
9PrOJz7_0,14,262,276,0.0534
19AFDsB_0,31,93,124,0.3333
8RL9M5z_0,22,30,52,0.7333
2D9bApR_0,13,90,103,0.1444
zzUqFPJ_0,2179,310,2489,7.029
zzUqFPJ_1,17,310,327,0.0548
F6BiTYR_0,51,206,257,0.2476
Gzqt6sz_0,53,544,597,0.0974
vXWOUqx_0,276,768,1044,0.3594
vXWOUqx_5,40,360,400,0.1111
vXWOUqx_11,2,736,738,0.0027
vXWOUqx_15,12,623,635,0.0193
vXWOUqx_19,2,638,640,0.0031
oi3V6cq_0,439,716,1155,0.6131
oi3V6cq_6,26,716,742,0.0363
x5BRbbl_0,9,89,98,0.1011
stVA99k_0,12,592,604,0.0203
wBIvbQR_0,17,123,140,0.1382
PrSadqX_0,42,804,846,0.0522
PrSadqX_7,147,678,825,0.2168
PrSadqX_11,150,639,789,0.2347
PrSadqX_15,73,647,720,0.1128
Itck9Gn_0,11,168,179,0.0655
qopoxci_0,41,289,330,0.1419
QJ9m85G_0,113,793,906,0.1425
7MOaO6x_0,19,93,112,0.2043
G8QB5Ts_0,7,224,231,0.0312
4xyGdHr_0,3,9,12,0.3333
Xruiges_0,18,364,382,0.0495
LPZM4LP_0,25,538,563,0.0465
ehcuFoo_0,34,324,358,0.1049
jj4Xngv_0,15,437,452,0.0343
ZwnvlDB_0,24,235,259,0.1021
Caqj8dl_0,25,414,439,0.0604
GSabIUf_0,66,140,206,0.4714
Bdbw0IV_0,17,159,176,0.1069
FF32XqS_0,52,50,102,1.04
FF32XqS_13,21,320,341,0.0656
FF32XqS_23,23,328,351,0.0701
FF32XqS_33,2,329,331,0.0061
FF32XqS_43,7,465,472,0.0151
8ORVmL1_0,7,242,249,0.0289
lJfq8rB_0,25,443,468,0.0564
j2GsyU0_0,40,827,867,0.0484
hpdeBfH_0,22,344,366,0.064
hpdeBfH_7,4,806,810,0.005
hpdeBfH_11,4,797,801,0.005
hpdeBfH_15,4,557,561,0.0072
CuoU3uA_0,64,271,335,0.2362
RVDCJZ3_0,157,44,201,3.5682
RVDCJZ3_13,14,353,367,0.0397
RVDCJZ3_22,328,38,366,8.6316
RVDCJZ3_31,92,408,500,0.2255
OaUSSNB_0,43,253,296,0.17
OaUSSNB_12,78,231,309,0.3377
rfSBIHc_0,52,731,783,0.0711
rfSBIHc_6,20,652,672,0.0307
rfSBIHc_11,5,868,873,0.0058
rfSBIHc_15,5,895,900,0.0056
rfSBIHc_21,50,917,967,0.0545
rfSBIHc_25,2,996,998,0.002
rfSBIHc_27,5,994,999,0.005
rfSBIHc_31,2,947,949,0.0021
rfSBIHc_37,2,970,972,0.0021
tIe3jCt_0,56,844,900,0.0664
3hOTmbz_0,92,104,196,0.8846
3hOTmbz_10,12,279,291,0.043
3hOTmbz_23,28,313,341,0.0895
3hOTmbz_35,5,291,296,0.0172
3hOTmbz_41,13,859,872,0.0151
3hOTmbz_53,36,154,190,0.2338
3hOTmbz_71,40,236,276,0.1695
3hOTmbz_77,5,860,865,0.0058
3hOTmbz_81,12,368,380,0.0326
3hOTmbz_87,5,851,856,0.0059
3hOTmbz_94,38,435,473,0.0874
3hOTmbz_103,16,518,534,0.0309
0Yv1nh3_0,10,283,293,0.0353
QLq6Ya4_0,22,409,431,0.0538
QLq6Ya4_13,11,136,147,0.0809
QLq6Ya4_25,9,347,356,0.0259
QLq6Ya4_36,105,149,254,0.7047
QLq6Ya4_55,34,566,600,0.0601
QLq6Ya4_67,39,620,659,0.0629
QLq6Ya4_75,65,901,966,0.0721
jXEmTb7_0,2,595,597,0.0034
jXEmTb7_9,24,588,612,0.0408
jXEmTb7_19,16,445,461,0.036
jXEmTb7_27,2,347,349,0.0058
P8GG4rU_0,49,382,431,0.1283
zobxYbD_0,32,806,838,0.0397
zobxYbD_5,29,816,845,0.0355
zobxYbD_9,29,646,675,0.0449
zobxYbD_13,32,792,824,0.0404
uk10tbj_0,14,197,211,0.0711
uk10tbj_11,49,517,566,0.0948
qsWzz5b_0,16,62,78,0.2581
Y4rUiaY_0,68,761,829,0.0894
D1Hh5kx_0,47,300,347,0.1567
gWykaar_0,264,423,687,0.6241
gWykaar_5,18,808,826,0.0223
gWykaar_9,10,813,823,0.0123
gWykaar_13,55,723,778,0.0761
gWykaar_17,3,803,806,0.0037
gWykaar_23,7,176,183,0.0398
2EATbFu_0,450,768,1218,0.5859
WTiPL7x_0,100,29,129,3.4483
IG6BhCg_0,192,259,451,0.7413
ZSOEm8l_0,23,65,88,0.3538
w1Y6fkw_0,22,661,683,0.0333
Oz51Bd3_0,6,181,187,0.0331
Qe9TqOb_0,24,327,351,0.0734
p5CEhWz_0,102,205,307,0.4976
Y2ZpocM_0,29,56,85,0.5179
Y2ZpocM_15,18,280,298,0.0643
Y2ZpocM_27,16,314,330,0.051
Y2ZpocM_39,15,324,339,0.0463
Y2ZpocM_49,15,389,404,0.0386
Bfi2vH6_0,24,320,344,0.075
Bfi2vH6_21,62,108,170,0.5741
Bfi2vH6_49,17,65,82,0.2615
Bfi2vH6_59,28,211,239,0.1327
ZD27M74_0,11,211,222,0.0521
Sg4TtJ4_0,696,69,765,10.087
IExxDQ6_0,13,62,75,0.2097
7JoGPh0_0,12,263,275,0.0456
Bs9iB2o_0,25,414,439,0.0604
ZNTZ9Zx_0,19,395,414,0.0481
jq555wR_0,5,104,109,0.0481
nLoiLyy_0,270,482,752,0.5602
nLoiLyy_7,33,195,228,0.1692
nLoiLyy_16,187,923,1110,0.2026
nLoiLyy_23,87,935,1022,0.093
nLoiLyy_28,68,751,819,0.0905
nLoiLyy_39,86,262,348,0.3282
nLoiLyy_48,253,278,531,0.9101
nLoiLyy_53,48,452,500,0.1062
nLoiLyy_59,49,764,813,0.0641
nLoiLyy_63,243,445,688,0.5461
nLoiLyy_71,155,293,448,0.529
nLoiLyy_78,575,291,866,1.9759
nLoiLyy_83,73,740,813,0.0986
nLoiLyy_90,311,333,644,0.9339
nLoiLyy_93,326,675,1001,0.483
nLoiLyy_97,28,946,974,0.0296
nLoiLyy_105,32,618,650,0.0518
nLoiLyy_111,49,553,602,0.0886
nLoiLyy_115,294,865,1159,0.3399
nLoiLyy_119,44,973,1017,0.0452
2wXgmDM_0,69,181,250,0.3812
1Qck6BX_0,107,122,229,0.877
btNPIXV_0,1486,739,2225,2.0108
btNPIXV_1,2,739,741,0.0027
3WW3cEZ_0,79,167,246,0.4731
8Mxxd3e_0,1168,209,1377,5.5885
8Mxxd3e_3,12,408,420,0.0294
8Mxxd3e_7,16,782,798,0.0205
Tbyne2y_0,26,460,486,0.0565
Xbsvzwv_0,5,11,16,0.4545
Y4rHAWV_0,106,254,360,0.4173
Y4rHAWV_10,344,464,808,0.7414
31N9Jd9_0,12,311,323,0.0386
jv94ugh_0,47,65,112,0.7231
jv94ugh_14,343,67,410,5.1194
jv94ugh_17,11,386,397,0.0285
A79AE53_0,35,149,184,0.2349
A79AE53_4,1866,166,2032,11.241
A79AE53_5,10,166,176,0.0602
A79AE53_10,69220,130,69350,532.4615
9rtMsB1_0,19,677,696,0.0281
wPbiS2N_0,14,924,938,0.0152
B7Dv8iF_0,8,134,142,0.0597
K6jds2K_0,42,598,640,0.0702
ETQSYGI_0,739,253,992,2.9209
YphNP7G_0,70,236,306,0.2966
r2qqnTe_0,269,518,787,0.5193
oCnp4GO_0,31,178,209,0.1742
nUsMMmM_0,288,281,569,1.0249
0wETuRO_0,11,663,674,0.0166
0wETuRO_13,29,448,477,0.0647
YakbPOz_0,360,230,590,1.5652
9ic0G0K_0,58,177,235,0.3277
EycIx4T_0,206,418,624,0.4928
EycIx4T_6,4252,261,4513,16.2912
EycIx4T_7,1168,261,1429,4.4751
EycIx4T_10,3101,206,3307,15.0534
EycIx4T_11,53,206,259,0.2573
EycIx4T_18,1506,227,1733,6.6344
EycIx4T_22,5943,398,6341,14.9322
EycIx4T_23,37,398,435,0.093
EycIx4T_28,6081,418,6499,14.5478
EycIx4T_30,2641,303,2944,8.7162
dPYbwLR_0,34,512,546,0.0664
dPYbwLR_5,2,888,890,0.0023
4V5zxq2_0,6,122,128,0.0492
rkvEhk0_0,10,195,205,0.0513
ShwRjwt_0,199,394,593,0.5051
Cv2F08b_0,12,170,182,0.0706
xKlgOXD_0,1373,260,1633,5.2808
WOnt2il_0,9,306,315,0.0294
22DroYo_0,9,6,15,1.5
7KvvPo5_0,14,391,405,0.0358
hwc9W8e_0,4,2,6,2.0
YkLS5Qz_0,236,243,479,0.9712
RevSXOp_0,177,813,990,0.2177
RevSXOp_5,25,572,597,0.0437
27QC4u8_0,849,384,1233,2.2109
ZyZJAxW_0,9,392,401,0.023
ZyZJAxW_14,13,331,344,0.0393
LylWHvJ_0,41,304,345,0.1349
K2RN8Z2_0,11,527,538,0.0209
XMAETbf_0,25,36,61,0.6944
zUzFWGk_0,167,274,441,0.6095
3Wx8aKh_0,60,73,133,0.8219
c2DAxDQ_0,8,201,209,0.0398
5bimVK8_0,29,286,315,0.1014
uoEOa2K_0,6,78,84,0.0769
HaY34ET_0,392,547,939,0.7166
RzSz3S4_0,9,115,124,0.0783
mSbkjks_0,10,259,269,0.0386
jFu7sNP_0,10,223,233,0.0448
1rvvZgW_0,89,502,591,0.1773
8lmGs77_0,20,328,348,0.061
CWGM9s2_0,34,363,397,0.0937
CWGM9s2_5,61,656,717,0.093
CWGM9s2_12,680,153,833,4.4444
CWGM9s2_20,372,395,767,0.9418
CWGM9s2_29,47,840,887,0.056
CWGM9s2_35,2,838,840,0.0024
CWGM9s2_43,8,625,633,0.0128
zyXuDfp_0,26,266,292,0.0977
GDDJHiB_0,34,693,727,0.0491
GDDJHiB_5,43,680,723,0.0632
iPG1LFG_0,20,353,373,0.0567
XlAnoCq_0,26,252,278,0.1032
URt6ET7_0,140,530,670,0.2642
URt6ET7_7,7,539,546,0.013
URt6ET7_15,29,679,708,0.0427
igejKC3_0,15,196,211,0.0765
Xef9BsW_0,12,34,46,0.3529
VKrqZhL_0,63,63,126,1.0
yhRoK57_0,7,60,67,0.1167
cfZvaPL_0,60,62,122,0.9677
Bc2AA9y_0,14,586,600,0.0239
68Diidv_0,100,318,418,0.3145
68Diidv_13,13,252,265,0.0516
F2XVQm6_0,11,105,116,0.1048
14KRIoL_0,3,57,60,0.0526
2s9Hmxr_0,139,403,542,0.3449
2s9Hmxr_8,578,711,1289,0.8129
Bvfdqp6_0,13,182,195,0.0714
86rID7x_0,5,148,153,0.0338
Qv9O3xo_0,12,221,233,0.0543
JUTFM14_0,6,296,302,0.0203
cJg21SQ_0,9,188,197,0.0479
k4BiP2x_0,22,296,318,0.0743
3NPASNf_0,67,196,263,0.3418
ZOa2man_0,15,318,333,0.0472
eGNKBuJ_0,6,129,135,0.0465
eGNKBuJ_9,4,436,440,0.0092
eGNKBuJ_17,6,460,466,0.013
eGNKBuJ_24,620,837,1457,0.7407
eGNKBuJ_27,2,720,722,0.0028
eGNKBuJ_33,31,369,400,0.084
eGNKBuJ_41,23,642,665,0.0358
eGNKBuJ_48,16,416,432,0.0385
eGNKBuJ_57,20,417,437,0.048
eGNKBuJ_65,324,398,722,0.8141
eGNKBuJ_70,373,563,936,0.6625
eGNKBuJ_75,21,393,414,0.0534
eGNKBuJ_85,7,415,422,0.0169
eGNKBuJ_93,406,459,865,0.8845
eGNKBuJ_99,13,638,651,0.0204
eGNKBuJ_106,210,196,406,1.0714
KSmuynq_0,15,273,288,0.0549
u8H4kNF_0,146,196,342,0.7449
PrTW4Of_0,46,184,230,0.25
fkDvFGT_0,92,8,100,11.5
fkDvFGT_21,60,28,88,2.1429
yDR1TLm_0,169,121,290,1.3967
9iRvEdR_0,112,384,496,0.2917
sKoZymY_0,10,329,339,0.0304
sKoZymY_9,12,534,546,0.0225
sKoZymY_17,15,438,453,0.0342
sKoZymY_27,9,288,297,0.0312
sKoZymY_39,8,324,332,0.0247
sKoZymY_49,10,375,385,0.0267
sKoZymY_59,14,381,395,0.0367
sKoZymY_71,15,295,310,0.0508
sKoZymY_83,56,282,338,0.1986
V2TxgGW_0,19,381,400,0.0499
6TdBS0n_0,297,953,1250,0.3116
6TdBS0n_3,2,947,949,0.0021
X1W85KF_0,12,134,146,0.0896
ceUesK4_0,437,151,588,2.894
dQLoKsH_0,9,196,205,0.0459
dQLoKsH_13,17,318,335,0.0535
dQLoKsH_25,23,167,190,0.1377
dQLoKsH_35,14,261,275,0.0536
dQLoKsH_55,19,222,241,0.0856
R2VSHfg_0,18,82,100,0.2195
uuHq7jZ_0,61,749,810,0.0814
uuHq7jZ_3,63,701,764,0.0899
uuHq7jZ_9,66,540,606,0.1222
uuHq7jZ_14,65,483,548,0.1346
h0bvSFu_0,19,256,275,0.0742
7HWLFTq_0,45,36,81,1.25
7HWLFTq_11,7,184,191,0.038
7HWLFTq_22,1014,284,1298,3.5704
7HWLFTq_27,32,669,701,0.0478
7HWLFTq_31,71,723,794,0.0982
7HWLFTq_35,16,725,741,0.0221
7HWLFTq_44,487,366,853,1.3306
FWcyxQP_0,2192,170,2362,12.8941
FWcyxQP_1,886,170,1056,5.2118
FWcyxQP_6,1646,155,1801,10.6194
FWcyxQP_9,4,890,894,0.0045
FWcyxQP_14,756,236,992,3.2034
FWcyxQP_17,7,908,915,0.0077
FWcyxQP_22,1657,287,1944,5.7735
FWcyxQP_24,878,414,1292,2.1208
FWcyxQP_27,6,953,959,0.0063
FWcyxQP_30,965,960,1925,1.0052
FWcyxQP_32,1026,233,1259,4.4034
FWcyxQP_35,18,961,979,0.0187
FWcyxQP_38,1025,215,1240,4.7674
FWcyxQP_40,1073,961,2034,1.1165
FWcyxQP_42,906,186,1092,4.871
FWcyxQP_44,1041,165,1206,6.3091
FWcyxQP_47,1116,953,2069,1.171
FWcyxQP_49,7,160,167,0.0437
FWcyxQP_55,10,892,902,0.0112
FWcyxQP_58,1160,222,1382,5.2252
FWcyxQP_62,1363,495,1858,2.7535
FWcyxQP_64,1205,38,1243,31.7105
FWcyxQP_68,1182,124,1306,9.5323
FWcyxQP_70,1159,963,2122,1.2035
FWcyxQP_71,22,963,985,0.0228
FWcyxQP_74,1109,64,1173,17.3281
FWcyxQP_76,1113,108,1221,10.3056
nb5K1jy_0,25,919,944,0.0272
nb5K1jy_11,26,244,270,0.1066
7Lfbo02_0,8,58,66,0.1379
S43QQif_0,21,345,366,0.0609
4iUg0OH_0,25,209,234,0.1196
kqoFluQ_0,13,315,328,0.0413
kqoFluQ_9,7,443,450,0.0158
kqoFluQ_15,10,716,726,0.014
kqoFluQ_21,6,462,468,0.013
ldyYyex_0,65,25,90,2.6
xQdCtMx_0,1648,931,2579,1.7701
xQdCtMx_1,10,931,941,0.0107
uihpM7u_0,17,719,736,0.0236
TDMsEdP_0,26,637,663,0.0408
Ybp4aiI_0,40,61,101,0.6557
35cK50k_0,32,225,257,0.1422
6qHcNsc_0,194,183,377,1.0601
MyNTjwr_0,36,304,340,0.1184
B8nVSb5_0,2215,420,2635,5.2738
B8nVSb5_1,1390,420,1810,3.3095
B8nVSb5_4,2196,414,2610,5.3043
OlUAMpk_0,17,148,165,0.1149
MQFNmka_0,14,313,327,0.0447
q85SXTd_0,34,461,495,0.0738
q85SXTd_11,9,305,314,0.0295
q85SXTd_23,7,181,188,0.0387
TWJmWN7_0,27,359,386,0.0752
878Ccz1_0,10,162,172,0.0617
7mm3kk3_0,24,288,312,0.0833
Bf5wBOC_0,1015,258,1273,3.9341
Bf5wBOC_3,160,248,408,0.6452
eKUkcTT_0,32,43,75,0.7442
rVbZ1QR_0,11,181,192,0.0608
Y0mS4n6_0,142,283,425,0.5018
JwWmQ0d_0,14,418,432,0.0335
JwWmQ0d_7,14,347,361,0.0403
JwWmQ0d_19,24,243,267,0.0988
KIWdlHq_0,26,309,335,0.0841
KIWdlHq_17,13,449,462,0.029
BPW8PUz_0,12,263,275,0.0456
j8vrHI1_0,15,209,224,0.0718
L9c0IRV_0,13,619,632,0.021
L9c0IRV_9,29,255,284,0.1137
L9c0IRV_19,6,336,342,0.0179
nHJzPFD_0,23,347,370,0.0663
B0riiep_0,2699,333,3032,8.1051
yrmpVHy_0,23,179,202,0.1285
h3KjRFz_0,18,177,195,0.1017
h3KjRFz_15,207,231,438,0.8961
h3KjRFz_21,14,244,258,0.0574
h3KjRFz_29,10,853,863,0.0117
TZu7Clr_0,967,952,1919,1.0158
TZu7Clr_3,20,987,1007,0.0203
Iw3cjKq_0,7,252,259,0.0278
uFHuTzG_0,254,726,980,0.3499
LLoj34l_0,282,537,819,0.5251
iWs6ktO_0,15,247,262,0.0607
1LWn970_0,81,162,243,0.5
1LWn970_7,5,892,897,0.0056
1LWn970_11,5,890,895,0.0056
SdrzQuM_0,12,185,197,0.0649
J435d8g_0,556,631,1187,0.8811
dBH2dBN_0,14,88,102,0.1591
9swL2S3_0,184,768,952,0.2396
m1GXnc2_0,331,292,623,1.1336
RoH6Ag2_0,115,840,955,0.1369
6FJoY2o_0,554,980,1534,0.5653
01LaHmy_0,15,830,845,0.0181
JqxnmqM_0,10,171,181,0.0585
8ORJlFl_0,13,92,105,0.1413
e6ezuB5_0,200,234,434,0.8547
x4xCuFz_0,10,123,133,0.0813
g6Gg8PJ_0,11,243,254,0.0453
oTwSJkH_0,1608,174,1782,9.2414
oTwSJkH_5,32,240,272,0.1333
oTwSJkH_16,316,147,463,2.1497
gC8UYso_0,2,214,216,0.0093
RYdeTAZ_0,7,287,294,0.0244
Y6k1Gy3_0,28,1,29,28.0
Y6k1Gy3_16,22,718,740,0.0306
cu3heTq_0,8,102,110,0.0784
z03Tjl1_0,9,104,113,0.0865
8wz6JrE_0,4,9,13,0.4444
imuATaP_0,582,189,771,3.0794
PPGvqpx_0,43,317,360,0.1356
oKDfsHG_0,14,511,525,0.0274
oKDfsHG_11,8,459,467,0.0174
oKDfsHG_21,10,703,713,0.0142
r35LWnC_0,34,205,239,0.1659
r35LWnC_13,41,655,696,0.0626
r35LWnC_17,5,750,755,0.0067
r35LWnC_25,158,272,430,0.5809
r35LWnC_33,49,282,331,0.1738
r35LWnC_45,12,90,102,0.1333
FTTUcXX_0,25,174,199,0.1437
pcUggl9_0,13,513,526,0.0253
KA6Llit_0,38,764,802,0.0497
EEdzJQj_0,48,44,92,1.0909
ItuiEBR_0,76,666,742,0.1141
lK1xtdw_0,1925,114,2039,16.886
uj8Mnj3_0,8,637,645,0.0126
uj8Mnj3_6,2,665,667,0.003
uj8Mnj3_12,2,435,437,0.0046
E0OvH4r_0,21,370,391,0.0568
DzZGRib_0,9,120,129,0.075
DzZGRib_13,8,641,649,0.0125
DzZGRib_21,14,417,431,0.0336
DzZGRib_31,45,296,341,0.152
SsfLIrp_0,2,9,11,0.2222
64z0guR_0,60,328,388,0.1829
GobCnzY_0,7,190,197,0.0368
mcvfdBO_0,300,768,1068,0.3906
JT6doxB_0,15,172,187,0.0872
JT6doxB_15,22,111,133,0.1982
LDbOqE8_0,16,259,275,0.0618
gv2eksF_0,28,323,351,0.0867
gv2eksF_11,29,463,492,0.0626
O4rhAyT_0,1273,124,1397,10.2661
1xWkIOq_0,13,188,201,0.0691
nBd5xYa_0,10,18,28,0.5556
l6geHv4_0,5,228,233,0.0219
l6geHv4_11,20,488,508,0.041
l6geHv4_19,10,488,498,0.0205
l6geHv4_27,15,412,427,0.0364
l6geHv4_35,12,361,373,0.0332
l6geHv4_42,14,336,350,0.0417
l6geHv4_51,21,309,330,0.068
l6geHv4_58,10,287,297,0.0348
jHF187A_0,119,345,464,0.3449
jHF187A_11,37,325,362,0.1138
6DlgJS3_0,24,28,52,0.8571
6DlgJS3_9,17,237,254,0.0717
sXyTbii_0,84,469,553,0.1791
KrNEEs5_0,2,9,11,0.2222
aOks7Qb_0,4,5,9,0.8
aOks7Qb_13,2,647,649,0.0031
8YK4ogc_0,527,63,590,8.3651
6EIRror_0,1238,1,1239,1238.0
HUFmxWY_0,27,321,348,0.0841
Fsi6Llk_0,12,285,297,0.0421
EJLFD88_0,2658,372,3030,7.1452
EJLFD88_1,6,372,378,0.0161
FkyfIE8_0,144,5,149,28.8
W34Ucjy_0,1685,769,2454,2.1912
W34Ucjy_1,3,769,772,0.0039
CBvCCzm_0,7,9,16,0.7778
nF6RQJp_0,9,219,228,0.0411
eeQQ7VN_0,436,20,456,21.8
LEj4INZ_0,3,231,234,0.013
MCqOyuq_0,5,97,102,0.0515
YAONJwe_0,313,531,844,0.5895
YAONJwe_5,5,808,813,0.0062
1X61wv2_0,1723,25,1748,68.92
1X61wv2_2,517,34,551,15.2059
